Date,Open,High,Low,Close,Adj Close,Volume
2013-08-15,9.095333,9.573333,9.000000,9.311333,9.311333,152688000
2013-08-16,9.442000,9.594000,9.398000,9.466667,9.466667,106621500
2013-08-19,9.562000,9.825333,9.522000,9.660000,9.660000,120565500
2013-08-20,9.910000,9.985333,9.800000,9.972000,9.972000,96273000
2013-08-21,10.000000,10.020667,9.750000,9.857333,9.857333,93994500
2013-08-22,9.948000,10.498667,9.876000,10.473333,10.473333,158886000
2013-08-23,10.466667,10.820000,10.333333,10.789333,10.789333,193978500
2013-08-26,11.010000,11.533333,10.683333,10.948000,10.948000,362566500
2013-08-27,10.820000,11.253333,10.730000,11.134000,11.134000,263503500
2013-08-28,11.270667,11.433333,10.883333,11.096667,11.096667,221101500
2013-08-29,10.948000,11.183333,10.834000,11.070667,11.070667,141540000
2013-08-30,11.091333,11.280667,10.930667,11.266667,11.266667,165426000
2013-09-03,11.560000,11.580000,11.093333,11.262667,11.262667,180916500
2013-09-04,11.318000,11.441333,11.037333,11.374667,11.374667,172135500
2013-09-05,11.340000,11.433333,11.216667,11.328667,11.328667,100279500
2013-09-06,11.238000,11.313333,11.010000,11.131333,11.131333,129295500
2013-09-09,10.874667,10.966667,10.567333,10.713333,10.713333,215167500
2013-09-10,10.763333,11.166667,10.708667,11.091333,11.091333,134517000
2013-09-11,11.094000,11.193333,10.808667,10.901333,10.901333,87487500
2013-09-12,10.933333,11.117333,10.700667,10.995333,10.995333,92400000
2013-09-13,10.851333,11.091333,10.810667,11.036000,11.036000,81018000
2013-09-16,11.200000,11.390000,11.056667,11.105333,11.105333,113623500
2013-09-17,11.005333,11.228000,10.890667,11.082000,11.082000,82453500
2013-09-18,11.138000,11.163333,10.946667,11.081333,11.081333,81595500
