"total_steps","common_active_calories","floors_ascended","max_heart_rate","min_avg_heart_rate","average_stress","resting_heart_rate","max_stress","abnormalhr_alerts_count","max_avg_heart_rate","total_steps_goal","user_floors_ascended_goal","moderate_intensity_minutes","total_calories","bodybattery_charged","floors_descended","bmr_calories","food_calories_remaining","common_total_calories","average_steps","vigorous_intensity_minutes","total_distance","common_total_distance","active_calories","food_calories_consumed","id","athlete_id","calendar_date","user_intensity_goal","min_heart_rate","body_battery_drained","sleep_duration"
2986,nan,11,156,41,19,45,99,0,155,nan,10,1,2999,58,13,1898,505,2999,0,114,2407,57473,1101,2494,1816,1,"2020-10-20",150,40,62,33060
20359,nan,30,150,42,21,44,96,0,149,nan,10,2,3187,71,25,1897,157,3187,0,102,24904,24904,1290,3030,1817,1,"2020-10-19",150,41,44,30000
2878,nan,15,127,37,20,43,90,0,125,nan,10,11,2454,33,10,1893,-545.0,2454,0,50,2334,2334,561,2999,1818,1,"2020-10-18",150,35,77,27660
4000,nan,9,145,43,29,47,99,0,142,nan,10,16,2068,72,2,1897,851,3807,0,129,3232,77265,171,2956,1819,1,"2020-10-17",150,42,40,36360
14833,nan,30,163,40,19,43,91,0,162,nan,10,2,2908,64,27,1897,-81.0,2908,0,69,17828,17828,1011,2989,1820,1,"2020-10-16",150,40,63,31620
8930,nan,8,95,38,18,42,94,0,94,nan,10,0,2073,61,8,1887,-950.0,2073,0,0,7151,7151,186,3023,1821,1,"2020-10-15",150,37,62,30060
14785,nan,22,154,40,21,43,93,0,154,nan,10,1,2766,57,19,1893,-189.0,2766,0,66,17515,17515,873,2955,1822,1,"2020-10-14",150,40,78,34260
3291,nan,6,149,39,24,45,100,0,148,nan,10,4,3313,67,3,1886,400,3313,0,126,2672,68587,1427,2913,1823,1,"2020-10-13",150,37,47,30900
19057,nan,20,156,37,18,43,93,0,155,nan,10,5,3106,71,23,1898,395,3106,0,83,23045,23045,1208,2711,1824,1,"2020-10-12",150,36,80,24900
2344,nan,5,150,42,22,47,99,0,149,nan,10,4,3469,53,7,1895,305,3469,0,142,1887,73629,1574,3164,1825,1,"2020-10-11",150,41,55,36540
3788,nan,8,161,39,18,40,100,0,161,nan,10,1,3771,66,7,1894,430,3771,0,129,3059,73647,1877,3341,1826,1,"2020-10-10",150,38,41,30060
3536,nan,10,144,35,14,38,92,0,140,nan,10,23,2479,50,7,1899,-508.0,2479,0,48,2885,2885,580,2987,1827,1,"2020-10-09",150,34,50,35040
15649,nan,17,180,40,15,42,99,0,165,nan,10,3,2927,54,19,1887,-139.0,2927,0,62,17897,17897,1040,3066,1828,1,"2020-10-08",150,40,62,30540
7063,nan,6,88,38,20,39,89,0,87,nan,10,0,2016,54,3,1893,-1110.0,2016,0,0,5670,5670,123,3126,1829,1,"2020-10-07",150,37,68,30480
3079,nan,7,157,39,23,43,99,0,154,nan,10,6,3232,65,6,1898,20,3232,0,131,2471,77517,1334,3212,1830,1,"2020-10-06",150,38,51,31800
14378,nan,30,151,39,19,41,91,0,151,nan,10,2,2791,65,30,1893,-47.0,2791,0,67,17490,17490,898,2838,1831,1,"2020-10-05",150,38,72,27780
2886,nan,6,161,41,17,45,100,0,160,nan,10,2,3419,58,8,1809,430,3419,0,130,2311,63371,1610,2989,1832,1,"2020-10-04",150,41,68,38580
6085,nan,4,157,42,23,46,100,0,157,nan,10,3,2131,62,10,1887,541,3308,0,128,5425,67740,244,2767,1833,1,"2020-10-03",150,41,42,31980
11171,nan,25,165,40,17,43,90,0,162,nan,10,2,2651,53,27,1881,-22.0,2651,0,50,12450,12450,770,2673,1834,1,"2020-10-02",150,40,58,33000
19773,nan,28,158,38,17,41,95,0,157,nan,10,3,3139,67,20,1891,426,3139,0,77,22761,22761,1248,2713,1835,1,"2020-10-01",150,37,53,32280
7870,nan,15,114,38,15,40,96,0,114,nan,10,7,2153,56,14,1884,-917.0,2153,0,8,6318,6318,269,3070,1836,1,"2020-09-30",150,37,60,34380
7019,nan,8,158,39,15,41,99,0,158,nan,10,4,3478,60,4,1887,888,3478,0,127,5647,66629,1591,2590,1837,1,"2020-09-29",150,38,47,33120
21063,nan,33,159,36,15,41,93,0,159,nan,10,0,3135,62,32,1905,1033,3135,0,62,22926,22926,1230,2102,1838,1,"2020-09-28",150,35,65,26100
2542,nan,12,159,41,16,43,99,0,156,nan,10,4,3443,58,6,1887,146,3443,0,142,2093,72031,1556,3297,1839,1,"2020-09-27",150,40,71,33300
2679,nan,6,161,41,20,44,100,0,158,nan,10,6,2072,64,6,1897,311,3314,0,118,2145,54461,175,3003,1840,1,"2020-09-26",150,40,44,28140
12443,nan,21,154,39,16,45,91,0,152,nan,10,0,2718,54,18,1897,315,2718,0,56,15006,15006,821,2403,1841,1,"2020-09-25",150,38,55,33600
5488,nan,7,91,40,15,44,91,0,85,nan,10,0,2018,46,6,1887,-855.0,2018,0,0,4395,4395,131,2873,1842,1,"2020-09-24",150,39,57,28080
4890,nan,6,154,38,17,39,97,0,151,nan,10,27,2571,52,5,1888,-293.0,2571,0,56,3987,3987,683,2864,1843,1,"2020-09-23",150,37,76,28560
3750,nan,10,145,37,21,45,99,0,145,nan,10,8,3305,68,11,1889,35,3305,0,135,3003,71122,1416,3270,1844,1,"2020-09-22",150,37,49,29040
17315,nan,26,154,39,18,46,84,0,154,nan,10,4,2965,66,24,1884,-102.0,2965,0,74,20621,20621,1081,3067,1845,1,"2020-09-21",150,38,72,28740
2396,nan,8,158,40,19,47,100,0,157,nan,10,5,3512,56,7,1893,26,3512,0,123,1950,62766,1619,3486,1846,1,"2020-09-20",150,40,74,39000
3263,nan,6,164,42,23,45,99,0,162,nan,10,3,3864,70,5,1894,367,3864,0,158,2664,73355,1970,3497,1847,1,"2020-09-19",150,40,54,29880
18769,nan,21,145,39,19,43,93,0,143,nan,10,2,2965,69,17,1899,277,2965,0,81,21802,21802,1066,2688,1848,1,"2020-09-18",150,38,67,30300
21355,nan,25,146,40,17,42,96,0,145,nan,10,2,3037,71,21,1893,-219.0,3037,0,81,23946,23946,1144,3256,1849,1,"2020-09-17",150,38,49,28260
7424,nan,20,87,40,17,42,93,0,86,nan,10,0,2030,45,14,1901,-818.0,2030,0,0,5994,5994,129,2848,1850,1,"2020-09-16",150,39,81,28620
6055,nan,15,155,41,21,44,100,0,154,nan,10,4,3352,68,10,1898,793,3352,0,120,4849,65181,1454,2559,1851,1,"2020-09-15",150,40,46,31260
15378,nan,16,147,39,20,42,95,0,146,nan,10,2,2735,60,16,1900,-116.0,2735,0,59,17176,17176,835,2851,1852,1,"2020-09-14",150,38,66,21300
9188,nan,9,151,42,22,43,99,0,150,nan,10,17,2177,54,9,1812,-65.0,3260,0,126,7358,72494,365,3324,1853,1,"2020-09-13",150,41,57,27600
3133,nan,10,152,41,24,44,98,0,151,nan,10,16,1965,67,8,1892,458,3395,0,139,2518,62870,73,2938,1854,1,"2020-09-12",150,40,50,29580
15160,nan,21,149,36,17,39,87,0,147,nan,10,5,2760,64,19,1897,-139.0,2760,0,65,17635,17635,863,2899,1855,1,"2020-09-11",150,35,59,28680
14985,nan,19,159,36,18,39,96,0,157,nan,10,1,2871,62,14,1888,-63.0,2871,0,69,17996,17996,983,2934,1856,1,"2020-09-10",150,35,44,30600
5033,nan,8,92,39,17,40,94,0,91,nan,10,0,1946,44,6,1888,-790.0,1946,0,0,4110,4110,58,2736,1857,1,"2020-09-09",150,36,77,33780
4071,nan,6,152,40,20,44,100,0,149,nan,10,2,1941,58,5,1889,372,3167,0,128,3300,55949,52,2796,1858,1,"2020-09-08",150,40,46,34620
14065,nan,22,159,39,17,43,94,0,158,nan,10,3,2711,56,18,1886,108,2711,0,58,15748,15748,825,2603,1859,1,"2020-09-07",150,38,69,33060
4681,nan,12,135,42,22,43,100,0,135,nan,10,10,2073,67,8,1900,163,3284,0,129,3754,67432,173,3121,1860,1,"2020-09-06",150,41,67,31200
2125,nan,5,157,41,22,42,100,0,154,nan,10,10,1939,62,3,1888,-166.0,3186,0,131,1702,66120,51,3352,1861,1,"2020-09-05",150,40,38,26760
2122,nan,9,139,38,16,42,99,0,135,nan,10,30,2556,50,8,1889,-238.0,2556,0,63,1723,1723,667,2794,1862,1,"2020-09-04",150,37,50,34020
13178,nan,32,160,37,15,40,86,0,160,nan,10,1,2672,55,32,1888,-255.0,2672,0,54,14558,14558,784,2927,1863,1,"2020-09-03",150,36,43,32340
3903,nan,6,86,36,16,40,91,0,83,nan,10,0,1982,48,4,1893,-895.0,1982,0,0,3126,3126,89,2877,1864,1,"2020-09-02",150,34,65,32160
2656,nan,9,148,39,18,41,99,0,144,nan,10,13,1935,57,7,1897,325,3168,0,117,2131,72380,38,2843,1865,1,"2020-09-01",150,39,62,30960
14593,nan,29,153,37,20,39,91,0,153,nan,10,3,2814,59,28,1894,-31.0,2814,0,65,17671,17671,920,2845,1866,1,"2020-08-31",150,37,74,28920
5793,nan,18,153,42,22,44,99,0,151,nan,10,15,2155,71,11,1888,518,3382,0,142,4639,75165,267,2864,1867,1,"2020-08-30",150,42,61,28680
2770,nan,14,143,39,20,43,99,0,142,nan,10,4,3142,62,5,1893,431,3142,0,132,2227,73689,1249,2711,1868,1,"2020-08-29",150,37,58,32400
17107,nan,27,154,36,16,38,93,0,153,nan,10,2,2990,59,24,1887,-178.0,2990,0,81,20699,20699,1103,3168,1869,1,"2020-08-28",150,35,50,33480
4199,nan,8,151,38,18,42,99,0,150,nan,10,0,2001,55,4,1884,-2.0,2689,0,81,3393,44412,117,2691,1870,1,"2020-08-27",150,37,35,33720
5681,nan,7,89,36,16,40,87,0,88,nan,10,0,1972,43,3,1903,-419.0,1972,0,0,4579,4579,69,2391,1871,1,"2020-08-26",150,35,77,34080
3227,nan,10,140,40,21,44,99,0,138,nan,10,1,1943,58,10,1899,-349.0,3068,0,119,2592,73612,44,3417,1872,1,"2020-08-25",150,40,37,34320
15033,nan,22,155,35,14,40,85,0,153,nan,10,3,2826,45,22,1887,227,2826,0,65,17992,17992,939,2599,1873,1,"2020-08-24",150,34,59,33000
14088,nan,30,152,42,19,44,88,0,150,nan,10,3,2761,53,28,1886,-56.0,2761,0,67,17104,17104,875,2817,1874,1,"2020-08-23",150,42,61,36180
2361,nan,5,156,41,19,43,100,0,154,nan,10,0,3222,64,6,1887,257,3222,0,140,1916,75428,1335,2965,1875,1,"2020-08-22",150,41,49,33840
4025,nan,7,149,38,18,40,99,0,145,nan,10,13,1994,54,7,1886,-344.0,2748,0,83,3229,43116,108,3093,1876,1,"2020-08-21",150,37,54,32280
3459,nan,9,140,39,16,42,100,0,139,nan,10,13,1973,49,8,1891,-162.0,2791,0,93,2840,34048,82,2953,1877,1,"2020-08-20",150,39,41,34080
7811,nan,9,86,40,17,40,88,0,85,nan,10,0,1975,42,6,1889,-880.0,1975,0,0,6262,6262,86,2855,1878,1,"2020-08-19",150,39,59,31320
2584,nan,11,156,39,17,41,100,0,152,nan,10,0,1945,55,5,1891,423,3121,0,117,2095,75861,54,2698,1879,1,"2020-08-18",150,38,32,31380
15258,nan,15,157,39,14,41,96,0,156,nan,10,3,2802,44,15,1895,526,2802,0,60,17907,17907,907,2276,1880,1,"2020-08-17",150,38,67,33240
2193,nan,10,157,40,19,46,100,0,153,nan,10,20,2049,55,9,1892,299,3258,0,143,1765,73101,157,2959,1881,1,"2020-08-16",150,39,60,38580
2795,nan,4,161,39,19,42,100,0,156,nan,10,13,1930,64,5,1893,-103.0,3133,0,114,2238,45443,37,3236,1882,1,"2020-08-15",150,38,45,34320
14926,nan,17,158,39,17,42,81,0,157,nan,10,2,2830,51,14,1889,499,2830,0,66,17516,17516,941,2331,1883,1,"2020-08-14",150,39,29,31380
4029,nan,9,93,40,11,41,97,0,87,nan,10,0,1924,27,10,1888,-907.0,1924,0,0,3258,3258,36,2831,1884,1,"2020-08-13",150,39,48,33120
15935,nan,17,157,40,14,43,95,0,156,nan,10,1,2802,55,20,1882,-75.0,2802,0,62,18303,18303,920,2877,1885,1,"2020-08-12",150,39,51,31620
3584,nan,11,149,42,15,44,99,0,147,nan,10,14,1937,48,9,1887,-92.0,3119,0,122,2905,71251,50,3210,1886,1,"2020-08-11",150,42,52,33720
17689,nan,15,158,39,16,41,94,0,157,nan,10,2,2862,57,14,1886,553,2862,0,61,19701,19701,976,2309,1887,1,"2020-08-10",150,38,68,32760
2744,nan,10,172,40,20,46,100,0,165,nan,10,3,1952,61,7,1883,158,3120,0,128,2197,75680,69,2961,1888,1,"2020-08-09",150,39,60,26280
7247,nan,7,164,43,17,46,100,0,156,nan,10,4,2154,56,6,1892,595,3320,0,118,5822,80920,262,2725,1889,1,"2020-08-08",150,42,54,35100
17992,nan,41,153,41,18,44,92,0,151,nan,10,1,2840,59,35,1888,356,2840,0,77,19580,19580,952,2484,1890,1,"2020-08-07",150,38,52,30300
16088,nan,21,158,41,17,43,99,0,156,nan,10,2,2823,55,21,1892,272,2823,0,61,18267,18267,931,2551,1891,1,"2020-08-06",150,41,37,33840
7865,nan,9,95,40,18,42,96,0,93,nan,10,0,2005,53,8,1887,-753.0,2005,0,0,6334,6334,118,2758,1892,1,"2020-08-05",150,39,87,28920
2696,nan,10,151,40,21,45,100,0,147,nan,10,3,1960,62,9,1888,338,3132,0,32,2159,77272,72,2794,1893,1,"2020-08-04",150,40,43,30900
17449,nan,25,158,40,17,44,86,0,157,nan,10,4,2846,54,20,1889,2846,2846,0,62,19186,19186,957,nan,1894,1,"2020-08-03",150,40,73,30240
3911,nan,6,153,42,18,45,100,0,151,nan,10,7,2911,54,7,1892,2911,2911,0,103,3157,47968,1019,nan,1895,1,"2020-08-02",150,41,57,29220
20592,nan,36,153,43,19,46,95,0,153,nan,10,3,3103,55,30,1883,3103,3103,0,94,23829,23829,1220,nan,1896,1,"2020-08-01",150,42,79,33720
3245,nan,8,170,39,20,42,99,0,170,nan,10,26,4353,72,9,1891,922,4353,0,247,2599,106773,2462,3431,1897,1,"2020-07-31",150,38,15,34140
7026,nan,9,102,40,19,48,90,0,84,nan,10,0,1991,42,7,1892,1991,1991,0,0,5652,5652,99,nan,1898,1,"2020-07-30",150,40,77,33240
14997,nan,20,156,41,21,44,81,0,155,nan,10,2,2809,60,17,1883,2809,2809,0,69,17899,17899,926,nan,1899,1,"2020-07-29",150,40,54,32460
3204,nan,11,160,40,20,43,99,0,159,nan,10,12,3403,62,5,1883,3403,3403,0,191,2575,74545,1520,nan,1900,1,"2020-07-28",150,38,29,32340
13795,nan,12,149,38,13,41,93,0,148,nan,10,1,2638,51,11,1883,2638,2638,0,56,15761,15761,755,nan,1901,1,"2020-07-27",150,38,70,29460
3420,nan,10,138,41,16,45,99,0,138,nan,10,10,1932,54,8,1883,-14.0,2860,0,92,2739,63185,49,2874,1902,1,"2020-07-26",150,39,89,34020
27812,nan,20,151,43,21,47,94,0,151,nan,10,1,3375,64,16,1883,3375,3375,0,132,33548,33548,1492,nan,1903,1,"2020-07-25",150,42,56,34980
3265,nan,11,166,43,24,45,99,0,163,nan,10,4,3635,68,9,1883,3635,3635,0,165,2615,86662,1752,nan,1904,1,"2020-07-24",150,42,20,31440
3045,nan,7,95,40,14,42,95,0,90,nan,10,0,1942,42,8,1883,552,1942,0,0,2443,2443,59,1390,1905,1,"2020-07-23",150,38,52,31200
14747,nan,22,154,42,14,43,89,0,153,nan,10,2,2703,50,19,1883,-134.0,2703,0,57,16476,16476,820,2837,1906,1,"2020-07-22",150,41,61,32340
2385,nan,4,161,40,16,42,99,0,161,nan,10,5,3303,60,3,1892,612,3303,0,150,1938,66550,1411,2691,1907,1,"2020-07-21",150,38,53,28500
14148,nan,14,154,44,18,45,89,0,153,nan,10,1,2647,53,13,1892,-494.0,2647,0,55,15316,15316,755,3141,1908,1,"2020-07-20",150,43,72,27120
2722,nan,9,154,45,19,48,99,0,153,nan,10,2,1964,55,7,1886,-4.0,3004,0,109,2180,42164,78,3007,1909,1,"2020-07-19",150,43,62,32160
2840,nan,7,151,42,20,45,99,0,151,nan,10,21,1995,60,5,1886,-118.0,3162,0,121,2274,73610,109,3280,1910,1,"2020-07-18",150,41,39,29760
21219,nan,25,151,39,15,41,88,0,151,nan,10,3,3111,61,20,1884,97,3111,0,100,25220,25220,1227,3014,1911,1,"2020-07-17",150,38,44,32700
8246,nan,6,80,41,16,43,71,0,75,nan,10,0,1965,42,3,1884,-725.0,1965,0,0,6641,6641,81,2690,1912,1,"2020-07-16",150,40,85,32520
8661,nan,16,143,42,22,48,98,0,141,nan,10,12,2650,65,17,1884,-53.0,2650,0,62,6991,44633,766,2703,1913,1,"2020-07-15",150,41,56,27420
4997,nan,10,153,45,21,49,99,0,152,nan,10,13,2707,56,10,1880,-333.0,2707,0,68,4002,37739,827,3040,1914,1,"2020-07-14",150,44,68,28740
16301,nan,25,160,42,23,47,98,0,160,nan,10,8,2813,66,27,1886,355,2813,0,61,17293,17293,927,2458,1915,1,"2020-07-13",150,42,48,27840
11126,nan,13,158,43,19,47,85,0,158,nan,10,2,2632,52,11,1883,-180.0,2632,0,52,12835,12835,749,2812,1916,1,"2020-07-12",150,42,61,39180
16795,nan,12,138,43,20,45,92,0,138,nan,10,6,2746,56,10,1895,731,2746,0,79,18732,18732,851,2015,1917,1,"2020-07-11",150,42,18,32820
7507,nan,9,97,40,16,44,81,0,88,nan,10,0,1966,37,10,1892,-676.0,1966,0,0,6027,6027,74,2642,1918,1,"2020-07-10",150,38,57,31800
3578,nan,4,88,42,22,46,93,0,85,nan,10,0,1942,47,2,1886,-885.0,1942,0,0,2879,2879,56,2827,1919,1,"2020-07-09",150,40,57,28440
9781,nan,14,100,43,23,45,95,0,94,nan,10,0,2019,59,10,1883,-1077.0,2019,0,0,7848,7848,136,3096,1920,1,"2020-07-08",150,42,51,35520
3875,nan,4,149,41,20,44,99,0,145,nan,10,0,2030,50,4,1883,-963.0,2030,0,0,3123,3123,147,2993,1921,1,"2020-07-07",150,41,41,26880
3128,nan,7,76,41,18,44,84,0,74,nan,10,0,1903,40,7,1877,-978.0,1903,0,0,2505,2505,26,2881,1922,1,"2020-07-06",150,40,20,31200
3078,nan,10,98,39,14,40,81,0,86,nan,10,0,1921,26,7,1882,-1037.0,1921,0,0,2485,2485,39,2958,1923,1,"2020-07-05",150,38,32,31860
1905,nan,7,88,37,13,41,94,0,85,nan,10,0,1904,36,5,1873,-354.0,1904,0,0,1550,1550,31,2258,1924,1,"2020-07-04",150,37,36,26040
1758,nan,9,85,44,26,45,88,0,82,nan,10,0,1899,29,7,1875,-681.0,1899,0,0,1408,1408,24,2580,1925,1,"2020-07-03",150,43,56,19020
5472,nan,12,137,41,20,44,78,0,136,nan,10,3,2447,62,12,1880,-226.0,2447,0,68,4388,6488,567,2673,1926,1,"2020-07-02",150,40,49,33600
15626,nan,19,152,40,15,41,85,0,150,nan,10,6,2800,55,63,1876,359,2800,0,74,18521,18521,924,2441,1927,1,"2020-07-01",150,39,69,33420
3241,nan,11,163,42,22,44,99,0,163,nan,10,5,3184,57,9,1877,-434.0,3184,0,136,2595,67257,1307,3618,1928,1,"2020-06-30",150,41,51,31620
7565,nan,16,138,41,18,44,87,0,136,nan,10,8,2455,61,12,1880,-581.0,2455,0,60,6131,8131,575,3036,1929,1,"2020-06-29",150,40,61,30840
20010,nan,169,157,41,23,44,89,0,156,nan,10,9,2873,62,159,1884,-123.0,2873,0,80,16920,16920,989,2996,1930,1,"2020-06-28",150,41,74,33000
19071,nan,175,158,45,25,47,98,0,158,nan,10,10,2938,51,169,1884,-64.0,2938,0,74,16479,16479,1054,3002,1931,1,"2020-06-27",150,43,56,28680
18837,nan,20,148,38,19,40,99,0,147,nan,10,3,2863,63,24,1884,-207.0,2863,0,75,21089,21089,979,3070,1932,1,"2020-06-26",150,38,36,30480
5453,nan,12,133,40,17,42,84,0,131,nan,10,14,2365,53,13,1882,-683.0,2365,0,59,4400,5961,483,3048,1933,1,"2020-06-25",150,40,59,33300
12659,nan,16,135,38,16,41,91,0,133,nan,10,2,2449,48,17,1881,-393.0,2449,0,54,13948,13948,568,2842,1934,1,"2020-06-24",150,38,43,29040
5212,nan,13,92,35,18,41,93,0,88,nan,10,0,1973,52,14,1886,-558.0,1973,0,0,4204,4204,87,2531,1935,1,"2020-06-23",150,35,32,29640
9488,nan,12,102,38,15,39,88,0,101,nan,10,0,2049,39,12,1886,-360.0,2049,0,0,7660,7660,163,2409,1936,1,"2020-06-22",150,37,78,26340
3884,nan,7,143,40,17,43,96,0,140,nan,10,9,1996,56,4,1881,298,3066,0,127,3110,71867,115,2768,1937,1,"2020-06-21",150,39,40,38160
1408,nan,5,160,43,17,48,99,0,159,nan,10,11,1934,54,4,1881,-343.0,3117,0,122,1128,64300,53,3461,1938,1,"2020-06-20",150,42,58,37800
17039,nan,19,157,44,17,47,87,0,157,nan,10,1,2842,59,15,1875,-203.0,2842,0,77,19530,19530,967,3045,1939,1,"2020-06-19",150,43,72,30360
7245,nan,38,154,43,23,49,99,0,152,nan,10,1,2736,42,35,1860,-363.0,2736,0,78,5836,35812,876,3099,1940,1,"2020-06-18",150,42,48,32040
18818,nan,170,160,39,23,43,87,0,159,nan,10,4,2814,56,165,1860,-151.0,2814,0,78,18275,18275,954,2965,1941,1,"2020-06-17",150,38,53,30720
7428,nan,8,142,44,26,47,99,0,137,nan,10,4,2087,59,6,1860,139,2853,0,101,5948,46630,227,2714,1942,1,"2020-06-16",150,44,51,31200
18246,nan,24,162,41,16,44,93,0,160,nan,10,0,2907,59,21,1873,-53.0,2907,0,73,20812,20812,1034,2960,1943,1,"2020-06-15",150,40,41,30360
3548,nan,8,144,43,22,46,91,0,142,nan,10,8,2202,36,7,1865,-132.0,3139,0,115,2887,49525,337,3271,1944,1,"2020-06-14",150,42,76,33480
3939,nan,8,141,45,31,50,100,0,140,nan,10,6,2024,65,7,1869,-223.0,3169,0,166,3168,82270,155,3392,1945,1,"2020-06-13",150,44,41,25920
19609,nan,16,151,44,18,48,98,0,150,nan,10,4,2968,67,14,1865,37,2968,0,76,21703,21703,1103,2931,1946,1,"2020-06-12",150,43,65,28320
14743,nan,14,145,42,18,45,98,0,144,nan,10,3,2651,68,16,1862,-185.0,2651,0,52,15919,15919,789,2836,1947,1,"2020-06-11",150,41,52,31980
2574,nan,6,157,42,14,46,99,0,152,nan,10,5,1994,45,5,1867,-66.0,2756,0,106,2061,45317,127,2822,1948,1,"2020-06-10",150,41,44,35580
3591,nan,10,135,46,18,49,99,0,134,nan,10,4,1950,50,7,1870,-205.0,2721,0,85,2876,46029,80,2926,1949,1,"2020-06-09",150,45,67,30360
20157,nan,18,149,44,15,49,86,0,149,nan,10,2,3075,56,18,1869,90,3075,0,104,24291,24291,1206,2985,1950,1,"2020-06-08",150,43,56,35640
21048,nan,19,149,42,13,45,84,0,149,nan,10,3,3133,55,19,1875,816,3133,0,110,24793,24793,1258,2317,1951,1,"2020-06-07",150,41,48,41100
16901,nan,12,132,43,16,46,94,0,132,nan,10,3,2756,63,11,1877,157,2756,0,80,18770,18770,879,2599,1952,1,"2020-06-06",150,41,81,32040
14771,nan,19,134,40,18,42,99,0,134,nan,10,12,2735,68,15,1877,-114.0,2735,0,80,14693,14693,858,2849,1953,1,"2020-06-05",150,40,20,29460
5131,nan,7,82,42,10,44,81,0,78,nan,10,0,1940,28,5,1876,-671.0,1940,0,0,4124,4124,64,2611,1954,1,"2020-06-04",150,41,51,29220
2167,nan,7,121,47,23,48,70,0,121,nan,10,0,1962,2,7,1878,-764.0,1962,0,0,1780,1780,84,2726,1955,1,"2020-06-03",150,46,74,29340
2769,nan,3,111,54,56,63,96,0,104,nan,10,0,2025,0,3,1870,-238.0,2025,0,0,2217,2217,155,2263,1956,1,"2020-06-02",150,53,0,29460
3977,nan,7,101,58,63,63,96,0,99,nan,10,0,2104,11,7,1870,-672.0,2104,0,0,3185,3185,234,2776,1957,1,"2020-06-01",150,57,0,22860
19345,nan,29,151,42,35,46,93,0,151,nan,10,2,3140,84,26,1877,-87.0,3140,0,96,23444,23444,1263,3227,1958,1,"2020-05-31",150,41,47,42300
1482,nan,5,158,41,25,45,100,0,157,nan,10,9,1928,67,2,1883,-350.0,3761,0,216,1209,127105,45,4111,1959,1,"2020-05-30",150,40,59,24780
5187,nan,10,152,39,19,44,99,0,150,nan,10,9,2007,55,9,1875,-385.0,2801,0,104,4187,48843,132,3186,1960,1,"2020-05-29",150,39,43,31440
18240,nan,14,152,39,15,43,97,0,152,nan,10,12,2923,65,13,1876,109,2923,0,74,20819,20819,1047,2814,1961,1,"2020-05-28",150,39,94,31440
6840,nan,10,107,40,18,44,99,0,105,nan,10,0,2157,85,9,1881,-303.0,2157,0,0,5478,5478,276,2460,1962,1,"2020-05-27",150,39,81,30120
2820,nan,8,155,41,24,45,100,0,155,nan,10,10,1974,67,8,1878,510,3798,0,210,2273,108295,96,3288,1963,1,"2020-05-26",150,41,42,34980
13296,nan,11,160,40,17,43,93,0,160,nan,10,6,2671,60,11,1881,-226.0,2671,0,56,16274,16274,790,2897,1964,1,"2020-05-25",150,39,63,33240
17282,nan,9,172,40,17,42,96,0,171,nan,10,4,2971,60,14,1875,410,2971,0,79,21327,21327,1096,2561,1965,1,"2020-05-24",150,39,86,33660
2045,nan,8,146,40,27,45,100,0,143,nan,10,6,1938,62,6,1875,116,3866,0,229,1638,111679,63,3750,1966,1,"2020-05-23",150,40,35,34020
2299,nan,5,165,40,18,41,99,0,164,nan,10,8,1948,51,2,1880,-96.0,2760,0,96,1862,46704,68,2856,1967,1,"2020-05-22",150,39,51,30960
17873,nan,17,151,40,17,43,87,0,150,nan,10,2,2894,54,20,1878,149,2894,0,77,20295,20295,1016,2745,1968,1,"2020-05-21",150,40,42,31980
2805,nan,7,85,38,17,44,78,0,81,nan,10,0,1924,37,7,1875,-783.0,1924,0,0,2246,2246,49,2707,1969,1,"2020-05-20",150,37,63,23220
5904,nan,7,141,43,23,46,99,0,138,nan,10,7,1957,59,7,1875,284,3390,0,154,4749,64661,82,3106,1970,1,"2020-05-19",150,41,63,31440
19788,nan,26,162,43,22,45,94,0,162,nan,10,6,3218,56,17,1872,221,3218,0,90,23818,23818,1346,2997,1971,1,"2020-05-18",150,41,77,28020
6085,nan,17,163,41,25,43,100,0,161,nan,10,20,2131,75,13,1873,573,3374,0,162,4952,76790,258,2802,1972,1,"2020-05-17",150,39,33,29220
7224,nan,16,92,40,16,45,91,0,87,nan,10,0,1990,48,15,1865,-661.0,1990,0,0,5884,5884,125,2651,1973,1,"2020-05-16",150,39,52,33660
3955,nan,9,149,39,17,43,99,0,146,nan,10,7,1994,48,8,1882,407,2803,0,89,3224,46437,112,2396,1974,1,"2020-05-15",150,38,45,34140
17302,nan,15,155,40,15,43,99,0,154,nan,10,5,3010,58,12,1882,444,3010,0,81,20971,20971,1128,2566,1975,1,"2020-05-14",150,39,50,32400
4282,nan,13,117,40,15,42,85,0,116,nan,10,4,2168,47,7,1883,-748.0,2168,0,27,3440,3440,285,2916,1976,1,"2020-05-13",150,38,65,33300
2884,nan,11,150,40,21,45,100,0,147,nan,10,12,1967,58,8,1888,263,3326,0,149,2376,73591,79,3063,1977,1,"2020-05-12",150,38,47,32100
15336,nan,18,153,39,18,46,80,0,152,nan,10,2,2847,57,13,1886,-177.0,2847,0,72,18332,18332,961,3024,1978,1,"2020-05-11",150,39,62,30300
2168,nan,5,148,42,18,44,99,0,147,nan,10,9,1957,47,5,1881,-315.0,2984,0,112,1767,42066,76,3299,1979,1,"2020-05-10",150,40,54,34500
5839,nan,13,144,41,19,45,99,0,144,nan,10,17,2231,57,11,1876,289,3287,0,135,5257,55848,355,2998,1980,1,"2020-05-09",150,40,36,42120
