"total_steps","common_active_calories","floors_ascended","max_heart_rate","min_avg_heart_rate","average_stress","resting_heart_rate","max_stress","abnormalhr_alerts_count","max_avg_heart_rate","total_steps_goal","user_floors_ascended_goal","moderate_intensity_minutes","total_calories","bodybattery_charged","floors_descended","bmr_calories","food_calories_remaining","common_total_calories","average_steps","vigorous_intensity_minutes","total_distance","common_total_distance","active_calories","food_calories_consumed","id","athlete_id","calendar_date","user_intensity_goal","min_heart_rate","body_battery_drained","sleep_duration"
"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",3306,1,"2016-09-28","NaN","NaN","NaN","NaN"
"8623","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1817","0","0","1259","1817","1817","0","0","9057","9057","558","NaN",3307,1,"2016-09-27","150","0","0","39240"
"11534","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2956","0","0","1909","2956","2956","0","0","32220","32220","1047","NaN",3308,1,"2016-09-26","150","0","0","42540"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","0","0","0","0","0","0","0","0","0","0","0","NaN",3309,1,"2016-09-25","150","0","0","NaN"
"1731","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1947","0","0","1909","1947","1947","0","0","1386","1386","38","NaN",3310,1,"2016-09-24","150","0","0","42840"
"2647","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2849","0","0","1909","2849","2849","0","0","35748","35748","940","NaN",3311,1,"2016-09-23","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","630","630","0","0","0","10419","0","NaN",3312,1,"2016-09-22","0","0","0","NaN"
"1619","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2029","0","0","1132","2029","2029","0","0","33686","33686","897","NaN",3313,1,"2016-09-21","150","0","0","33240"
"10130","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2536","0","0","1909","2536","2536","0","0","10534","10534","627","NaN",3314,1,"2016-09-20","150","0","0","38340"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","0","0","0","0","0","0","0","0","0","0","0","NaN",3315,1,"2016-09-19","150","0","0","NaN"
"1829","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2845","0","0","1909","2845","2845","0","0","33444","33444","936","NaN",3316,1,"2016-09-18","150","0","0","40440"
"7876","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3197","0","0","1909","3197","3197","0","0","9137","9137","1288","NaN",3317,1,"2016-09-17","150","0","0","NaN"
"11381","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2417","0","0","1036","2417","2417","0","0","21586","21586","1381","NaN",3318,1,"2016-09-16","150","0","0","NaN"
"2450","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2660","0","0","1639","2660","2660","0","0","38833","38833","1021","NaN",3319,1,"2016-09-15","150","0","0","40140"
"10940","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3132","0","0","1909","3132","3132","0","0","34707","34707","1223","NaN",3320,1,"2016-09-14","150","0","0","31740"
"1781","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1857","0","0","982","1857","1857","0","0","31925","31925","875","NaN",3321,1,"2016-09-13","150","0","0","39240"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","0","0","0","0","0","0","0","0","0","0","0","NaN",3322,1,"2016-09-12","150","0","0","35640"
"8176","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2465","0","0","1909","2465","2465","0","0","8332","8332","556","NaN",3323,1,"2016-09-11","150","0","0","43020"
"11759","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3515","0","0","1909","3515","3515","0","0","38463","38463","1606","NaN",3324,1,"2016-09-10","150","0","0","NaN"
"1439","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2065","0","0","1144","2065","2065","0","0","34272","34272","921","NaN",3325,1,"2016-09-09","150","0","0","37680"
"5045","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2888","0","0","1909","2888","2888","0","0","32517","32517","979","NaN",3326,1,"2016-09-08","150","0","0","29940"
"9100","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2450","0","0","1909","2450","2450","0","0","8550","8550","541","NaN",3327,1,"2016-09-07","150","0","0","38820"
"10245","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2890","0","0","1909","2890","2890","0","0","11449","11449","981","NaN",3328,1,"2016-09-06","150","0","0","38340"
"8444","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2532","0","0","1909","2532","2532","0","0","9567","9567","623","NaN",3329,1,"2016-09-05","150","0","0","NaN"
"1544","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2379","0","0","1570","2379","2379","0","0","25098","25098","809","NaN",3330,1,"2016-09-04","150","0","0","NaN"
"9844","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1463","0","0","752","1463","1463","0","0","12205","12205","711","NaN",3331,1,"2016-09-03","150","0","0","36180"
"4313","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2450","0","0","1909","2450","2450","0","0","5244","5244","541","NaN",3332,1,"2016-09-02","150","0","0","41940"
"16749","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3178","0","0","1909","3178","3178","0","0","19860","19860","1269","NaN",3333,1,"2016-09-01","150","0","0","NaN"
"3838","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2176","0","0","1651","2176","2176","0","0","4882","4882","525","NaN",3334,1,"2016-08-31","150","0","0","30960"
"3904","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1995","0","0","1909","1995","1995","0","0","3126","3126","86","NaN",3335,1,"2016-08-30","150","0","0","41520"
"13905","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3175","0","0","1909","3175","3175","0","0","17601","17601","1266","NaN",3336,1,"2016-08-29","150","0","0","NaN"
"1368","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1963","0","0","1909","3508","3508","0","0","1305","86040","6","NaN",3337,1,"2016-08-28","150","0","0","43080"
"14811","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2772","0","0","1909","2772","2772","0","0","16764","16764","863","NaN",3338,1,"2016-08-27","150","0","0","43140"
"6114","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2516","0","0","1909","2516","2516","0","0","6853","6853","607","NaN",3339,1,"2016-08-26","150","0","0","40140"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","0","0","0","0","0","0","0","0","0","0","0","NaN",3340,1,"2016-08-25","150","0","0","32340"
"13976","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3134","0","0","1909","3134","3134","0","0","17741","17741","1225","NaN",3341,1,"2016-08-24","150","0","0","40080"
"3683","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2535","0","0","1909","2535","2535","0","0","5204","5204","626","NaN",3342,1,"2016-08-23","150","0","0","42780"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","0","0","0","0","1275","1275","0","0","0","69821","0","NaN",3343,1,"2016-08-22","150","0","0","NaN"
"18856","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2418","0","0","1141","2418","2418","0","0","23278","23278","1277","NaN",3344,1,"2016-08-21","150","0","0","29040"
"9690","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2677","0","0","1909","2677","2677","0","0","12451","12451","768","NaN",3345,1,"2016-08-20","150","0","0","36240"
"5190","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2485","0","0","1909","2485","2485","0","0","6092","6092","576","NaN",3346,1,"2016-08-19","150","0","0","30780"
"3187","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2437","0","0","1909","2437","2437","0","0","4520","4520","528","NaN",3347,1,"2016-08-18","150","0","0","31800"
"4208","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2440","0","0","1909","2440","2440","0","0","5264","5264","531","NaN",3348,1,"2016-08-17","150","0","0","41580"
"13406","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3136","0","0","1909","3136","3136","0","0","17011","17011","1227","NaN",3349,1,"2016-08-16","150","0","0","41880"
"3213","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2425","0","0","1909","2425","2425","0","0","4576","4576","516","NaN",3350,1,"2016-08-15","150","0","0","39840"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","0","0","0","0","1428","1428","0","0","0","71718","0","NaN",3351,1,"2016-08-14","150","0","0","41040"
"9281","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2657","0","0","1909","2657","2657","0","0","12268","12268","748","NaN",3352,1,"2016-08-13","150","0","0","20760"
"4876","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2126","0","0","1565","2126","2126","0","0","5912","5912","561","NaN",3353,1,"2016-08-12","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1310","0","0","1310","1310","1310","0","0","0","0","0","NaN",3354,1,"2016-08-11","150","0","0","13800"
"13605","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3065","0","0","1565","3065","3065","0","0","18165","18165","1500","NaN",3355,1,"2016-08-10","150","0","0","19740"
"3230","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2117","0","0","1565","2117","2117","0","0","4593","4593","552","NaN",3356,1,"2016-08-09","150","0","0","40260"
"13717","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2911","0","0","1565","2911","2911","0","0","17780","17780","1346","NaN",3357,1,"2016-08-08","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","921","0","0","921","2723","2723","0","0","0","94533","0","NaN",3358,1,"2016-08-07","150","0","0","14040"
"15118","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2539","0","0","1565","2539","2539","0","0","16296","16296","974","NaN",3359,1,"2016-08-06","150","0","0","26280"
"17343","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2632","0","0","1565","2632","2632","0","0","18515","18515","1067","NaN",3360,1,"2016-08-05","150","0","0","29340"
"7485","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2179","0","0","1565","2179","2179","0","0","7933","7933","614","NaN",3361,1,"2016-08-04","150","0","0","41880"
"13998","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2902","0","0","1565","2902","2902","0","0","17628","17628","1337","NaN",3362,1,"2016-08-03","150","0","0","19080"
"3395","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2108","0","0","1565","2108","2108","0","0","4747","4747","543","NaN",3363,1,"2016-08-02","150","0","0","29340"
"18514","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2759","0","0","1565","2759","2759","0","0","23083","23083","1194","NaN",3364,1,"2016-08-01","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","921","0","0","921","2442","2442","0","0","0","94901","0","NaN",3365,1,"2016-07-31","150","0","0","29640"
"9721","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2247","0","0","1565","2247","2247","0","0","12260","12260","682","NaN",3366,1,"2016-07-30","150","0","0","NaN"
"16875","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2614","0","0","1308","2614","2614","0","0","19763","19763","1306","NaN",3367,1,"2016-07-29","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1369","0","0","1369","1369","1369","0","0","0","0","0","NaN",3368,1,"2016-07-28","150","0","0","19860"
"4829","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2141","0","0","1565","2141","2141","0","0","5843","5843","576","NaN",3369,1,"2016-07-27","150","0","0","40440"
"12952","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2811","0","0","1565","2811","2811","0","0","16654","16654","1246","NaN",3370,1,"2016-07-26","150","0","0","20640"
"3844","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2097","0","0","1565","2097","2097","0","0","4886","4886","532","NaN",3371,1,"2016-07-25","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","836","0","0","836","2670","2670","0","0","0","94240","0","NaN",3372,1,"2016-07-24","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1248","0","0","1248","1248","1248","0","0","0","0","0","NaN",3373,1,"2016-07-23","150","0","0","21060"
"4415","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2134","0","0","1565","2134","2134","0","0","5430","5430","569","NaN",3374,1,"2016-07-22","150","0","0","41580"
"13939","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2778","0","0","1565","2778","2778","0","0","17412","17412","1213","NaN",3375,1,"2016-07-21","150","0","0","23100"
"3646","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2062","0","0","1565","2062","2062","0","0","4774","4774","497","NaN",3376,1,"2016-07-20","150","0","0","NaN"
"13042","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2477","0","0","1291","2477","2477","0","0","16638","16638","1186","NaN",3377,1,"2016-07-19","150","0","0","29640"
"1149","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1590","0","0","1565","1590","1590","0","0","920","920","25","NaN",3378,1,"2016-07-18","150","0","0","24900"
"382","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1573","0","0","1565","3358","3358","0","0","306","91689","1","NaN",3379,1,"2016-07-17","150","0","0","40440"
"19700","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2771","0","0","1565","2771","2771","0","0","24186","24186","1206","NaN",3380,1,"2016-07-16","150","0","0","19920"
"7533","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2184","0","0","1565","2184","2184","0","0","7909","7909","619","NaN",3381,1,"2016-07-15","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1300","0","0","1300","1300","1300","0","0","0","0","0","NaN",3382,1,"2016-07-14","150","0","0","NaN"
"19678","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3034","0","0","1565","3034","3034","0","0","23214","23214","1469","NaN",3383,1,"2016-07-13","150","0","0","21000"
"3525","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2164","0","0","1565","2164","2164","0","0","4997","4997","599","NaN",3384,1,"2016-07-12","150","0","0","NaN"
"13466","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2523","0","0","1309","2523","2523","0","0","16804","16804","1214","NaN",3385,1,"2016-07-11","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2","0","0","2","2","2","0","0","0","0","0","NaN",3386,1,"2016-07-10","150","0","0","29040"
"9745","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2346","0","0","1565","2346","2346","0","0","12439","12439","781","NaN",3387,1,"2016-07-09","150","0","0","NaN"
"4248","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2099","0","0","1565","2099","2099","0","0","5304","5304","534","NaN",3388,1,"2016-07-08","150","0","0","42000"
"13677","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2864","0","0","1565","2864","2864","0","0","17430","17430","1299","NaN",3389,1,"2016-07-07","150","0","0","20820"
"2574","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1622","0","0","1565","1622","1622","0","0","2061","2061","57","NaN",3390,1,"2016-07-06","150","0","0","17520"
"3383","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2084","0","0","1565","2084","2084","0","0","4404","4404","519","NaN",3391,1,"2016-07-05","150","0","0","41100"
"13423","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2759","0","0","1565","2759","2759","0","0","16828","16828","1194","NaN",3392,1,"2016-07-04","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1205","0","0","1205","3127","3127","0","0","0","91475","0","NaN",3393,1,"2016-07-03","150","0","0","30540"
"9936","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2336","0","0","1565","2336","2336","0","0","12520","12520","771","NaN",3394,1,"2016-07-02","150","0","0","21780"
"5322","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2107","0","0","1565","2107","2107","0","0","5848","5848","542","NaN",3395,1,"2016-07-01","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1520","0","0","1520","1520","1520","0","0","0","0","0","NaN",3396,1,"2016-06-30","150","0","0","16980"
"15341","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2848","0","0","1565","2848","2848","0","0","18532","18532","1283","NaN",3397,1,"2016-06-29","150","0","0","20220"
"3070","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1974","0","0","1565","1974","1974","0","0","3840","3840","409","NaN",3398,1,"2016-06-28","150","0","0","41100"
"13281","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2758","0","0","1565","2758","2758","0","0","16736","16736","1193","NaN",3399,1,"2016-06-27","150","0","0","20640"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1391","0","0","1391","1391","1391","0","0","0","0","0","NaN",3400,1,"2016-06-26","150","0","0","NaN"
"9777","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2296","0","0","1565","2296","2296","0","0","12363","12363","731","NaN",3401,1,"2016-06-25","150","0","0","13440"
"13996","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2918","0","0","1565","2918","2918","0","0","17631","17631","1353","NaN",3402,1,"2016-06-24","150","0","0","42000"
"4856","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2133","0","0","1565","2133","2133","0","0","5539","5539","568","NaN",3403,1,"2016-06-23","150","0","0","40980"
"5984","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1697","0","0","1565","1697","1697","0","0","4792","4792","132","NaN",3404,1,"2016-06-22","150","0","0","20400"
"5615","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2315","0","0","1565","2315","2315","0","0","6954","6954","750","NaN",3405,1,"2016-06-21","150","0","0","41700"
"13501","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2852","0","0","1565","2852","2852","0","0","16905","16905","1287","NaN",3406,1,"2016-06-20","150","0","0","NaN"
"1219","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1610","0","0","1565","3283","3283","0","0","1142","93350","6","NaN",3407,1,"2016-06-19","150","0","0","29340"
"9899","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2280","0","0","1565","3093","3093","0","0","12203","52444","715","NaN",3408,1,"2016-06-18","150","0","0","NaN"
"13044","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2524","0","0","1265","2524","2524","0","0","16123","16123","1259","NaN",3409,1,"2016-06-17","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","0","0","0","0","0","0","0","0","0","0","0","NaN",3410,1,"2016-06-16","150","0","0","NaN"
"4791","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2092","0","0","1565","2092","2092","0","0","5438","5438","527","NaN",3411,1,"2016-06-15","150","0","0","39420"
"15459","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2922","0","0","1565","2922","2922","0","0","19007","19007","1357","NaN",3412,1,"2016-06-14","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3","0","0","3","3","3","0","0","0","0","0","NaN",3413,1,"2016-06-13","150","0","0","29640"
"1442","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1611","0","0","1565","3771","3771","0","0","1284","107371","7","NaN",3414,1,"2016-06-12","150","0","0","NaN"
"9395","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2286","0","0","1565","2286","2286","0","0","12121","12121","721","NaN",3415,1,"2016-06-11","150","0","0","16620"
"14123","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2827","0","0","1565","2827","2827","0","0","17002","17002","1262","NaN",3416,1,"2016-06-10","150","0","0","20940"
"3304","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2093","0","0","1565","2100","2100","0","0","4553","4555","66","NaN",3417,1,"2016-06-09","150","0","0","NaN"
"11532","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2286","0","0","1504","2318","2318","0","0","12038","12019","86","NaN",3418,1,"2016-06-08","150","0","0","40860"
"15500","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2830","0","0","1565","2843","2843","0","0","18284","18157","63","NaN",3419,1,"2016-06-07","150","0","0","NaN"
"3039","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2054","0","0","1565","2050","2050","0","0","4356","4287","60","NaN",3420,1,"2016-06-06","150","0","0","29640"
"10588","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2290","0","0","1565","2453","2453","0","0","12432","14359","135","NaN",3421,1,"2016-06-05","150","0","0","29640"
"16","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1565","0","0","1565","1565","1565","0","0","13","13","0","NaN",3422,1,"2016-06-04","150","0","0","16680"
"13371","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2697","0","0","1565","2688","2688","0","0","16283","16273","-18","NaN",3423,1,"2016-06-03","150","0","0","36420"
"4041","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1654","0","0","1565","1654","1654","0","0","3236","3236","89","NaN",3424,1,"2016-06-02","150","0","0","38760"
"3302","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2106","0","0","1562","2107","2107","0","0","4703","4665","70","NaN",3425,1,"2016-06-01","150","0","0","16500"
"19468","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2684","0","0","1878","2615","2615","0","0","18935","18958","49","NaN",3426,1,"2016-05-31","150","0","0","20400"
"3712","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2389","0","0","1878","2391","2391","0","0","4903","4903","78","NaN",3427,1,"2016-05-30","150","0","0","19380"
"5973","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2265","0","0","1878","2312","2312","0","0","6363","6312","25","NaN",3428,1,"2016-05-29","150","0","0","26280"
"16316","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2928","0","0","1878","3498","3498","0","0","16116","30651","83","NaN",3429,1,"2016-05-28","150","0","0","35760"
"9851","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2436","0","0","1878","2438","2438","0","0","9500","9501","229","NaN",3430,1,"2016-05-27","150","0","0","40140"
"9176","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3170","0","0","1878","3177","3177","0","0","8293","8319","975","NaN",3431,1,"2016-05-26","150","0","0","39540"
"14569","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3094","0","0","1878","3132","3132","0","0","17272","17145","59","NaN",3432,1,"2016-05-25","150","0","0","43080"
"10230","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2428","0","0","1878","2890","2890","0","0","9659","48501","112","NaN",3433,1,"2016-05-24","150","0","0","NaN"
"14799","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2713","0","0","1622","2774","2774","0","0","16752","16553","77","NaN",3434,1,"2016-05-23","150","0","0","NaN"
"4305","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1989","0","0","1878","3507","3507","0","0","3580","92059","12","NaN",3435,1,"2016-05-22","150","0","0","20340"
"16382","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2849","0","0","1878","2926","2926","0","0","17055","17012","125","NaN",3436,1,"2016-05-21","150","0","0","15660"
"6486","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2316","0","0","1878","3098","3098","0","0","6459","45080","112","NaN",3437,1,"2016-05-20","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","0","0","0","0","0","0","0","0","0","0","0","NaN",3438,1,"2016-05-19","150","0","0","13620"
"14246","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3099","0","0","1878","3144","3144","0","0","17251","17251","65","NaN",3439,1,"2016-05-18","150","0","0","NaN"
"0","NaN","0","0","0","0","0","0","0","0","NaN","10","0","0","0","0","0","742","742","0","0","0","40367","0","NaN",3440,1,"2016-05-17","150","0","0","26340"
"15933","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3053","0","0","1878","3065","3065","0","0","18364","18364","60","NaN",3441,1,"2016-05-16","150","0","0","27840"
"5719","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2004","0","0","1878","2004","2004","0","0","4580","4580","126","NaN",3442,1,"2016-05-15","150","0","0","42720"
"8321","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2220","0","0","1878","3415","3415","0","0","7995","80079","70","NaN",3443,1,"2016-05-14","150","0","0","36960"
"6788","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2317","0","0","1878","2325","2325","0","0","6819","6822","156","NaN",3444,1,"2016-05-13","150","0","0","NaN"
"14812","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2792","0","0","1848","2842","2842","0","0","16728","17470","79","NaN",3445,1,"2016-05-12","150","0","0","38400"
"5106","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2329","0","0","1878","2905","2905","0","0","5755","44758","70","NaN",3446,1,"2016-05-11","150","0","0","41580"
"18520","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3086","0","0","1878","3061","3086","0","0","20448","20448","109","NaN",3447,1,"2016-05-10","150","0","0","21000"
"4911","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2859","0","0","1878","2937","2937","0","0","5084","5084","104","NaN",3448,1,"2016-05-09","150","0","0","28140"
"10232","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2614","0","0","1878","2688","2688","0","0","12743","12828","15","NaN",3449,1,"2016-05-08","150","0","0","29040"
"3912","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1991","0","0","1878","3398","3398","0","0","3359","93951","8","NaN",3450,1,"2016-05-07","150","0","0","34680"
"14111","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3057","0","0","1878","3125","3125","0","0","16767","16767","96","NaN",3451,1,"2016-05-06","150","0","0","NaN"
"5760","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1695","0","0","1563","1695","1695","0","0","4656","4656","132","NaN",3452,1,"2016-05-05","150","0","0","28920"
"7198","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2321","0","0","1878","3078","3078","0","0","7239","46235","141","NaN",3453,1,"2016-05-04","150","0","0","38100"
"16463","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3149","0","0","1878","3147","3149","0","0","19805","19805","1","NaN",3454,1,"2016-05-03","150","0","0","40680"
"7803","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2465","0","0","1878","3258","3258","0","0","8449","47520","145","NaN",3455,1,"2016-05-02","150","0","0","29640"
"6197","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2240","0","0","1878","2322","2322","0","0","196","196","8","NaN",3456,1,"2016-05-01","150","0","0","29940"
"15033","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2981","0","0","1878","3087","3087","0","0","17292","17325","36","NaN",3457,1,"2016-04-30","150","0","0","12840"
"6372","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2295","0","0","1878","3012","3012","0","0","6552","45518","105","NaN",3458,1,"2016-04-29","150","0","0","40680"
"14285","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2938","0","0","1878","2960","2960","0","0","16765","16765","49","NaN",3459,1,"2016-04-28","150","0","0","39660"
"6506","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2378","0","0","1878","NaN","3073","0","0","7037","45192","82","NaN",3460,1,"2016-04-27","150","0","0","17280"
"4927","NaN","0","0","0","0","0","0","0","0","NaN","10","0","1989","0","0","1878","NaN","1989","0","0","3964","3964","111","NaN",3461,1,"2016-04-26","150","0","0","21000"
"10736","NaN","0","0","0","0","0","0","0","0","NaN","10","0","3360","0","0","1878","NaN","3469","0","0","16286","16394","108","NaN",3462,1,"2016-04-25","150","0","0","NaN"
"8280","NaN","0","0","0","0","0","0","0","0","NaN","10","0","2099","0","0","1878","NaN","3725","0","0","6946","94994","77","NaN",3463,1,"2016-04-24","150","0","0","29940"
